UserID,Gender,AgeGroup,FamilySubscription,MonthsSubscribed,StreamingQuality,CustomerSupportRating,BillingCycle,MonthlyPlanPrice,CancelledSubscription,AvgWatchTimePerWeek,PreferredGenre,AppRating,Preferred Device,Primary Viewing Time Slot,Content Skipped Percentage,Average Session Duration,Genres Watched,Unique Titles Watched/Month,App Opens per Week,Referral Source
9763-GRSKD,Male,Young/Middle,Yes,13,HD,3,Monthly,49.95,No,26,Romance,3.0,Mobile,Evening,26.766497334287916,20.742294296906742,"Comedy, Documentary, Horror",10,4,Social Media
7469-LKBCI,Male,Young/Middle,No,16,SD,0,Biennial,18.95,No,14,Action,2.7,Mobile,Evening,28.733077505810073,31.84757290149519,"Drama, Romance, Horror",6,7,Organic
8091-TTVAX,Male,Young/Middle,Yes,58,4K,1,Yearly,100.35,No,3,Sci-Fi,2.2,Mobile,Evening,32.80543141021178,54.176173165219325,Sci-Fi,7,3,Ad Campaign
0280-XJGEX,Male,Young/Middle,No,49,4K,2,Monthly,103.7,Yes,26,Action,4.2,Smart TV,Evening,18.120211564416657,38.13346631038476,Horror,5,6,Social Media
5129-JLPIS,Male,Young/Middle,No,25,4K,5,Monthly,105.5,No,9,Romance,2.9,Smart TV,Morning,34.55995549013329,41.45737003562021,"Comedy, Drama",9,3,Organic
3655-SNQYZ,Female,Young/Middle,Yes,69,4K,4,Biennial,113.25,No,19,Action,3.6,Tablet,Afternoon,24.09454726276983,56.69575360334257,"Drama, Comedy",4,4,Social Media
8191-XWSZG,Female,Young/Middle,No,52,SD,0,Yearly,20.65,No,28,Drama,1.8,Mobile,Evening,22.2717154724336,82.52887191341787,"Action, Romance",7,5,Organic
9959-WOFKT,Male,Young/Middle,No,71,4K,1,Biennial,106.7,No,30,Action,3.1,Mobile,Late Night,6.447328753010984,44.83989997677726,"Horror, Drama",12,3,Ad Campaign
4190-MFLUW,Female,Young/Middle,Yes,10,HD,5,Monthly,55.2,Yes,12,Action,2.3,Mobile,Evening,16.994618997046423,80.12796960415918,"Action, Comedy",5,8,Ad Campaign
4183-MYFRB,Female,Young/Middle,No,21,4K,1,Monthly,90.05,No,30,Romance,3.1,Smart TV,Afternoon,22.2371407256802,95.04578679330616,"Action, Sci-Fi",9,2,Organic
8779-QRDMV,Male,Senior,No,1,HD,2,Monthly,39.65,Yes,8,Sci-Fi,4.1,Mobile,Evening,28.77675005151555,49.47166934957628,"Action, Sci-Fi",7,5,Ad Campaign
1680-VDCWW,Male,Young/Middle,Yes,12,SD,0,Yearly,19.8,No,19,Sci-Fi,4.1,Tablet,Afternoon,0.4507606200052834,64.0273253721471,"Romance, Drama",11,1,Friend Referral
1066-JKSGK,Male,Young/Middle,No,1,SD,0,Monthly,20.15,Yes,20,Romance,2.4,Mobile,Morning,12.041383559631928,80.0935986448901,"Comedy, Romance",7,3,Ad Campaign
3638-WEABW,Female,Young/Middle,Yes,58,HD,5,Biennial,59.9,No,7,Romance,3.8,Smart TV,Evening,26.902791910838694,88.42680938885046,Romance,6,9,Organic
6322-HRPFA,Male,Young/Middle,Yes,49,HD,5,Monthly,59.6,No,20,Romance,4.8,Tablet,Evening,28.90771877454418,58.61976029957798,"Sci-Fi, Romance",8,3,Organic
6865-JZNKO,Female,Young/Middle,No,30,HD,3,Monthly,55.3,No,28,Drama,3.5,Smart TV,Evening,31.741110267845926,66.81960769400011,Sci-Fi,10,6,Organic
6467-CHFZW,Male,Young/Middle,Yes,47,4K,3,Monthly,99.35,Yes,19,Comedy,1.6,Smart TV,Evening,12.145776114203592,78.27161846158195,"Drama, Horror",5,6,Organic
8665-UTDHZ,Male,Young/Middle,Yes,1,HD,3,Monthly,30.2,Yes,24,Action,3.7,Mobile,Evening,36.259364676510444,10.0,"Comedy, Sci-Fi",4,11,Ad Campaign
5248-YGIJN,Male,Young/Middle,Yes,72,HD,5,Biennial,90.25,No,18,Romance,1.4,Tablet,Evening,4.316476722433899,55.55825308493352,Comedy,6,5,Organic
8773-HHUOZ,Female,Young/Middle,No,17,HD,2,Monthly,64.7,Yes,10,Romance,4.5,Smart TV,Evening,25.684314302916327,68.26864450961911,"Action, Sci-Fi",11,3,Ad Campaign
3841-NFECX,Female,Senior,Yes,71,4K,4,Biennial,96.35,No,26,Romance,3.1,Tablet,Evening,19.40769399984084,81.78871690390672,"Drama, Horror, Sci-Fi",5,6,Social Media
4929-XIHVW,Male,Senior,Yes,2,4K,3,Monthly,95.5,No,15,Sci-Fi,2.5,Smart TV,Evening,31.543684819670325,97.73612241100955,Romance,10,3,Organic
6827-IEAUQ,Female,Young/Middle,Yes,27,HD,5,Yearly,66.15,No,26,Romance,1.2,Mobile,Evening,11.044343489404696,48.12647620794833,"Drama, Action",6,5,Social Media
7310-EGVHZ,Male,Young/Middle,No,1,SD,0,Monthly,20.2,No,18,Action,2.5,Smart TV,Evening,13.297092914499082,69.22335998649656,"Comedy, Documentary",7,5,Ad Campaign
3413-BMNZE,Male,Senior,No,1,HD,2,Monthly,45.25,No,13,Romance,4.6,Mobile,Evening,17.5337434298089,25.597782586741992,"Romance, Documentary, Action",7,5,Ad Campaign
6234-RAAPL,Female,Young/Middle,Yes,72,4K,4,Biennial,99.9,No,8,Action,1.1,Smart TV,Evening,21.417760961298743,38.31441633103297,"Documentary, Horror",6,3,Organic
6047-YHPVI,Male,Young/Middle,No,5,4K,2,Monthly,69.7,Yes,29,Drama,2.9,Smart TV,Evening,9.086489976986428,38.1369331719395,"Horror, Sci-Fi",15,6,Social Media
6572-ADKRS,Female,Young/Middle,No,46,4K,2,Monthly,74.8,No,5,Comedy,4.7,Smart TV,Evening,8.494420508570142,65.49125841729732,"Sci-Fi, Documentary, Horror",11,5,Social Media
5380-WJKOV,Male,Young/Middle,No,34,4K,2,Monthly,106.35,Yes,3,Sci-Fi,2.6,Mobile,Morning,32.38474305278473,42.99139264451051,"Romance, Action",8,5,Friend Referral
8168-UQWWF,Female,Young/Middle,No,11,4K,3,Monthly,97.85,Yes,20,Action,2.7,Smart TV,Morning,9.671511153547554,54.51486291400025,Drama,7,4,Ad Campaign
8865-TNMNX,Male,Young/Middle,Yes,10,HD,2,Yearly,49.55,No,7,Drama,3.3,Smart TV,Evening,27.95931353544244,108.78800579571647,"Drama, Horror",9,6,Social Media
9489-DEDVP,Female,Young/Middle,Yes,70,HD,3,Biennial,69.2,No,15,Comedy,2.9,Mobile,Evening,39.05927792937351,103.50359560565644,Action,5,9,Ad Campaign
9867-JCZSP,Female,Young/Middle,Yes,17,SD,0,Yearly,20.75,No,12,Comedy,1.7,Mobile,Late Night,16.727007212829385,56.562638015351965,Documentary,10,4,Social Media
4671-VJLCL,Female,Young/Middle,No,63,HD,5,Biennial,79.85,No,7,Comedy,1.1,Smart TV,Late Night,19.98158025754893,71.74429961233335,"Sci-Fi, Horror",7,5,Social Media
4080-IIARD,Female,Young/Middle,Yes,13,HD,5,Monthly,76.2,No,28,Action,3.4,Mobile,Afternoon,3.381223270049567,71.53304620887272,Documentary,7,6,Ad Campaign
3714-NTNFO,Female,Young/Middle,No,49,4K,3,Monthly,84.5,No,16,Drama,4.7,Mobile,Evening,14.74648223060431,58.95917829367532,"Horror, Sci-Fi, Comedy",5,4,Ad Campaign
5948-UJZLF,Male,Young/Middle,No,2,HD,3,Monthly,49.25,No,19,Romance,1.4,Smart TV,Morning,27.532203107903257,25.66631502352611,Sci-Fi,3,5,Ad Campaign
7760-OYPDY,Female,Young/Middle,No,2,4K,2,Monthly,80.65,Yes,3,Drama,1.8,Mobile,Evening,12.78044735771633,74.23740421724538,"Romance, Sci-Fi, Action",7,4,Ad Campaign
7639-LIAYI,Male,Young/Middle,No,52,HD,5,Biennial,79.75,No,27,Drama,2.5,Mobile,Late Night,7.494918150932243,24.521456538355103,Comedy,9,4,Social Media
2954-PIBKO,Female,Young/Middle,Yes,69,HD,5,Biennial,64.15,No,4,Drama,4.2,Mobile,Evening,19.213800595038553,68.83489787135818,"Horror, Romance, Drama",4,9,Friend Referral
8012-SOUDQ,Female,Senior,No,43,4K,2,Monthly,90.25,No,9,Action,2.1,Mobile,Afternoon,19.66702617860882,55.65410795143628,"Romance, Documentary",7,2,Social Media
9420-LOJKX,Female,Young/Middle,No,15,4K,1,Monthly,99.1,Yes,12,Action,4.5,Laptop/Desktop,Evening,14.935039431401517,82.87794556572064,"Action, Sci-Fi, Comedy",11,6,Social Media
6575-SUVOI,Female,Senior,Yes,25,HD,4,Monthly,69.5,No,22,Action,1.2,Mobile,Evening,29.78631524761189,40.94973086828368,"Comedy, Romance, Action",7,3,Ad Campaign
7495-OOKFY,Female,Senior,Yes,8,4K,1,Monthly,80.65,Yes,9,Drama,4.8,Mobile,Late Night,12.743853221094888,65.41423326587986,"Horror, Romance",8,7,Organic
4667-QONEA,Female,Senior,Yes,60,HD,4,Yearly,74.85,No,26,Action,3.2,Smart TV,Evening,33.75793771048589,68.65674843981583,"Documentary, Horror",8,6,Ad Campaign
1658-BYGOY,Male,Senior,No,18,4K,1,Monthly,95.45,Yes,18,Comedy,3.6,Mobile,Afternoon,11.076138251729727,77.37246279458122,"Documentary, Sci-Fi, Comedy",11,7,Organic
8769-KKTPH,Female,Young/Middle,Yes,63,4K,1,Yearly,99.65,No,7,Action,2.5,Mobile,Afternoon,4.968687939938196,75.99863735610813,"Romance, Documentary, Comedy",5,7,Ad Campaign
5067-XJQFU,Male,Senior,Yes,66,4K,4,Yearly,108.45,No,30,Sci-Fi,4.1,Mobile,Afternoon,0.0,53.21926789128989,"Documentary, Drama",10,5,Ad Campaign
3957-SQXML,Female,Young/Middle,Yes,34,SD,0,Biennial,24.95,No,14,Action,1.7,Mobile,Evening,22.04650805355423,76.14443114338803,"Sci-Fi, Action",11,4,Ad Campaign
5954-BDFSG,Female,Young/Middle,No,72,4K,4,Biennial,107.5,No,19,Action,1.2,Laptop/Desktop,Evening,29.356190077368403,64.77991377830917,"Action, Romance",9,4,Friend Referral
0434-CSFON,Female,Young/Middle,Yes,47,4K,3,Monthly,100.5,No,18,Action,2.6,Smart TV,Afternoon,10.455604014400302,63.8239479098528,"Sci-Fi, Comedy",11,4,Friend Referral
1215-FIGMP,Male,Young/Middle,No,60,4K,2,Monthly,89.9,No,22,Action,4.4,Smart TV,Morning,19.912333141279163,65.21050148466477,"Action, Romance",8,4,Social Media
0526-SXDJP,Male,Young/Middle,Yes,72,HD,3,Biennial,42.1,No,28,Sci-Fi,4.0,Smart TV,Afternoon,0.0,129.14226394706577,Documentary,8,5,Friend Referral
0557-ASKVU,Female,Young/Middle,Yes,18,HD,4,Yearly,54.4,No,18,Romance,3.1,Mobile,Evening,39.64647009020077,70.90377365750084,"Romance, Comedy, Documentary",7,4,Organic
5698-BQJOH,Female,Young/Middle,No,9,4K,3,Monthly,94.4,Yes,21,Action,3.3,Mobile,Afternoon,28.301198392891735,10.0,"Sci-Fi, Horror",8,8,Friend Referral
5122-CYFXA,Female,Young/Middle,No,3,HD,5,Monthly,75.3,No,28,Comedy,1.5,Mobile,Afternoon,21.706533692215416,72.77519460185205,"Comedy, Horror, Drama",5,1,Organic
8627-ZYGSZ,Male,Young/Middle,Yes,47,4K,3,Yearly,78.9,No,17,Sci-Fi,4.4,Smart TV,Evening,36.599491073387654,60.2737431960619,"Romance, Documentary",5,4,Organic
3410-YOQBQ,Female,Young/Middle,No,31,HD,4,Biennial,79.2,No,14,Romance,4.1,Smart TV,Evening,36.18605028889071,64.16507820038815,"Comedy, Horror",6,6,Social Media
3170-NMYVV,Female,Young/Middle,Yes,50,SD,0,Biennial,20.15,No,23,Action,3.6,Smart TV,Morning,24.584589233381244,72.10301022413236,Sci-Fi,9,6,Friend Referral
7410-OIEDU,Male,Young/Middle,No,10,4K,1,Monthly,79.85,No,12,Romance,2.9,Mobile,Evening,2.3043160520461505,10.0,"Documentary, Romance, Action",6,6,Ad Campaign
2273-QCKXA,Male,Young/Middle,No,1,HD,5,Monthly,49.05,No,28,Comedy,4.9,Mobile,Evening,22.369615244793494,61.8093452158947,"Documentary, Sci-Fi, Action",6,2,Organic
0731-EBJQB,Female,Young/Middle,Yes,52,SD,0,Yearly,20.4,No,24,Sci-Fi,4.5,Mobile,Evening,25.29871143592926,10.0,Horror,5,6,Ad Campaign
1891-QRQSA,Male,Senior,Yes,64,4K,4,Biennial,111.6,No,4,Sci-Fi,3.6,Mobile,Afternoon,24.611958335693046,64.2386331104952,"Horror, Comedy",6,4,Social Media
8028-PNXHQ,Male,Young/Middle,Yes,62,SD,0,Biennial,24.25,No,9,Romance,2.5,Laptop/Desktop,Evening,17.636953392195984,50.164161689389864,"Comedy, Sci-Fi, Action",6,7,Organic
5630-AHZIL,Female,Young/Middle,No,3,HD,4,Monthly,64.5,No,15,Action,3.5,Mobile,Evening,14.750720092462249,41.80160413117443,"Sci-Fi, Horror",7,7,Ad Campaign
2673-CXQEU,Female,Senior,No,56,4K,1,Yearly,110.5,No,5,Drama,3.3,Mobile,Afternoon,20.310956112938385,73.29175236901082,"Documentary, Horror, Action",8,4,Friend Referral
6416-JNVRK,Female,Young/Middle,No,46,HD,3,Yearly,55.65,No,17,Sci-Fi,2.6,Laptop/Desktop,Evening,21.068150855894586,13.859960767937828,Documentary,3,6,Ad Campaign
5590-ZSKRV,Female,Young/Middle,Yes,8,HD,2,Monthly,54.65,No,3,Drama,2.2,Mobile,Evening,28.603662109290863,73.09568021907867,"Comedy, Drama, Action",8,5,Organic
0191-ZHSKZ,Male,Senior,No,30,HD,3,Monthly,74.75,No,28,Sci-Fi,2.6,Smart TV,Evening,18.71741017287736,89.74017534327643,Horror,17,6,Ad Campaign
3887-PBQAO,Female,Young/Middle,Yes,45,SD,0,Yearly,25.9,No,5,Action,3.3,Mobile,Afternoon,22.944073165810295,113.05023188708563,"Comedy, Action, Sci-Fi",12,6,Ad Campaign
5919-TMRGD,Female,Young/Middle,No,1,4K,1,Monthly,79.35,Yes,27,Action,2.7,Mobile,Evening,21.546664078956564,10.1964052953754,"Comedy, Action",8,8,Organic
8108-UXRQN,Female,Young/Middle,Yes,11,HD,3,Monthly,50.55,No,12,Sci-Fi,2.1,Mobile,Afternoon,24.35254549572614,63.00324377520719,"Horror, Sci-Fi, Action",9,8,Social Media
9191-MYQKX,Female,Young/Middle,Yes,7,4K,2,Monthly,75.15,Yes,29,Romance,4.0,Laptop/Desktop,Evening,0.0,85.05307268964393,"Drama, Romance",10,4,Ad Campaign
9919-YLNNG,Female,Young/Middle,No,42,4K,5,Monthly,103.8,No,29,Action,3.1,Smart TV,Afternoon,20.09431770729004,39.19432427283632,"Documentary, Action",8,5,Ad Campaign
0318-ZOPWS,Female,Young/Middle,Yes,49,SD,0,Biennial,20.15,No,17,Action,1.3,Smart TV,Evening,25.72009554514195,39.35247302699497,"Comedy, Action",7,10,Friend Referral
4445-ZJNMU,Male,Young/Middle,No,9,4K,3,Monthly,99.3,No,24,Comedy,2.5,Tablet,Evening,15.116768192367015,36.418252078964194,Romance,3,3,Social Media
4808-YNLEU,Female,Young/Middle,Yes,35,HD,1,Yearly,62.15,No,29,Action,4.5,Tablet,Evening,11.44602104664678,70.13606989882483,"Documentary, Drama, Romance",10,4,Ad Campaign
1862-QRWPE,Female,Young/Middle,Yes,48,SD,0,Biennial,20.65,No,8,Comedy,4.0,Mobile,Evening,20.603716334241238,90.15496374836647,"Action, Horror",8,3,Organic
2796-NNUFI,Female,Young/Middle,Yes,46,SD,0,Biennial,19.95,No,22,Action,2.3,Smart TV,Morning,45.302529872792675,88.72065011261361,Comedy,6,8,Organic
3016-KSVCP,Male,Young/Middle,Yes,29,HD,1,Monthly,33.75,No,17,Action,4.8,Mobile,Morning,32.21904811168382,31.271327548637935,Horror,8,7,Ad Campaign
4767-HZZHQ,Male,Young/Middle,Yes,30,4K,1,Monthly,82.05,No,26,Romance,1.3,Laptop/Desktop,Evening,16.6910072830773,82.98331173384459,"Sci-Fi, Drama",6,4,Ad Campaign
2424-WVHPL,Male,Senior,No,1,4K,5,Monthly,74.7,No,23,Romance,4.8,Tablet,Evening,18.667356072530936,61.72094466372242,"Documentary, Horror",8,4,Ad Campaign
7233-PAHHL,Male,Young/Middle,Yes,66,HD,5,Biennial,84.0,No,9,Action,2.0,Mobile,Morning,27.87476154901332,55.97239451677763,"Documentary, Romance, Comedy",10,3,Organic
6067-NGCEU,Female,Young/Middle,No,65,4K,2,Monthly,111.05,No,27,Sci-Fi,1.0,Mobile,Evening,18.20212757856448,70.49687860549118,"Comedy, Action, Sci-Fi",6,5,Organic
9848-JQJTX,Male,Young/Middle,No,72,4K,3,Biennial,100.9,No,23,Sci-Fi,2.7,Tablet,Evening,21.03566983475969,59.20466922699007,"Horror, Documentary",5,3,Friend Referral
8637-XJIVR,Female,Young/Middle,No,12,4K,1,Monthly,78.95,Yes,29,Action,2.4,Smart TV,Afternoon,9.904189413979154,162.7074586757687,"Sci-Fi, Action",6,6,Organic
9803-FTJCG,Male,Young/Middle,Yes,71,HD,5,Yearly,66.85,No,7,Sci-Fi,3.2,Smart TV,Evening,16.506084552438153,112.9922413327157,"Horror, Sci-Fi, Action",4,4,Friend Referral
0278-YXOOG,Male,Young/Middle,No,5,SD,0,Monthly,21.05,Yes,6,Action,4.2,Smart TV,Afternoon,26.910794919257818,28.950469157674263,Documentary,10,3,Friend Referral
3212-KXOCR,Male,Young/Middle,No,52,SD,0,Biennial,21.0,No,24,Romance,4.4,Laptop/Desktop,Morning,37.16170846311125,94.36628999685374,"Romance, Action, Drama",8,7,Organic
4598-XLKNJ,Female,Senior,Yes,25,4K,3,Monthly,98.5,Yes,20,Drama,2.6,Tablet,Late Night,25.658552014611026,90.15510960256763,Documentary,9,4,Organic
6380-ARCEH,Male,Young/Middle,No,1,SD,0,Monthly,20.2,No,5,Comedy,2.7,Mobile,Afternoon,4.902277946563242,50.27494529943266,"Sci-Fi, Action, Romance",8,6,Social Media
3679-XASPY,Female,Young/Middle,Yes,1,SD,0,Monthly,19.45,No,19,Sci-Fi,1.6,Mobile,Evening,9.053763042072429,63.24915063994998,"Comedy, Romance, Sci-Fi",9,4,Organic
7123-WQUHX,Male,Young/Middle,No,38,4K,5,Yearly,95.0,No,20,Sci-Fi,1.2,Smart TV,Afternoon,14.877824400821948,73.87503232242048,"Sci-Fi, Romance",7,1,Social Media
5386-THSLQ,Female,Senior,Yes,66,HD,1,Yearly,45.55,No,20,Romance,3.6,Laptop/Desktop,Evening,9.087795030084537,26.743451916004098,"Sci-Fi, Drama",5,9,Organic
3192-NQECA,Male,Young/Middle,Yes,68,4K,5,Biennial,110.0,Yes,26,Sci-Fi,1.3,Mobile,Evening,29.182613393288243,62.258677521391405,"Drama, Action, Comedy",10,6,Organic
6180-YBIQI,Male,Young/Middle,No,5,HD,2,Monthly,24.3,No,26,Action,3.9,Mobile,Evening,17.986256319256615,80.35102334501207,"Romance, Documentary",6,3,Organic
6728-DKUCO,Female,Young/Middle,Yes,72,4K,3,Yearly,104.15,No,4,Action,3.2,Mobile,Afternoon,23.18733122584319,91.27849092974722,Action,10,3,Organic
9750-BOOHV,Female,Young/Middle,No,32,HD,2,Yearly,30.15,No,15,Drama,1.8,Tablet,Morning,28.26262742919606,96.65678407895942,"Action, Drama",7,2,Friend Referral
8597-CWYHH,Male,Young/Middle,No,43,4K,1,Yearly,94.35,No,24,Drama,3.2,Smart TV,Evening,26.114527882047053,18.835198272811105,"Comedy, Horror, Action",6,9,Organic
2848-YXSMW,Male,Young/Middle,Yes,72,SD,0,Biennial,19.4,No,17,Drama,1.7,Mobile,Afternoon,29.72339732769361,41.31820051494939,"Comedy, Romance",7,7,Organic
0486-HECZI,Male,Young/Middle,Yes,55,4K,3,Monthly,96.75,Yes,7,Action,2.8,Tablet,Afternoon,23.227683134756994,74.55634438176857,"Action, Comedy, Documentary",8,9,Ad Campaign
4549-ZDQYY,Female,Young/Middle,No,52,HD,4,Yearly,57.95,No,5,Drama,4.2,Laptop/Desktop,Afternoon,20.041493021770226,77.14026707831152,Romance,6,9,Organic
5712-AHQNN,Female,Young/Middle,No,43,4K,1,Monthly,91.65,No,7,Drama,2.8,Tablet,Evening,18.577474165022682,67.60251170557224,"Action, Documentary",8,6,Organic
4846-WHAFZ,Female,Senior,Yes,37,4K,2,Monthly,76.5,Yes,7,Action,1.6,Mobile,Afternoon,39.48714169327626,54.37610763884767,"Horror, Drama",6,7,Social Media
5256-SKJGO,Female,Young/Middle,Yes,64,HD,4,Biennial,54.6,No,7,Romance,3.9,Mobile,Evening,25.08169105434639,16.338237470964202,"Comedy, Documentary",9,3,Ad Campaign
3071-VBYPO,Male,Young/Middle,Yes,3,4K,2,Monthly,89.85,No,5,Sci-Fi,1.7,Mobile,Evening,31.98382775369031,37.11011638901145,"Documentary, Romance, Sci-Fi",7,9,Organic
9560-BBZXK,Female,Young/Middle,No,36,HD,1,Biennial,31.05,No,5,Comedy,4.0,Tablet,Evening,39.81685648629123,64.86542539957065,"Sci-Fi, Comedy, Action",4,2,Ad Campaign
5299-RULOA,Female,Young/Middle,Yes,10,4K,2,Monthly,100.25,Yes,22,Action,2.9,Laptop/Desktop,Evening,10.983587847907415,50.50137993527184,"Romance, Drama, Comedy",6,3,Ad Campaign
8402-OOOHJ,Female,Young/Middle,No,41,SD,0,Biennial,20.65,No,25,Action,2.8,Mobile,Late Night,6.849784971255325,90.97883956701415,"Drama, Romance",7,7,Ad Campaign
9445-ZUEQE,Male,Young/Middle,Yes,27,4K,4,Monthly,85.2,No,30,Comedy,4.4,Mobile,Evening,18.756380070272172,56.10574385917269,"Sci-Fi, Drama",7,6,Organic
1091-SOZGA,Female,Young/Middle,Yes,56,4K,1,Yearly,99.8,No,30,Comedy,3.8,Mobile,Morning,16.886522020876107,34.857492982041194,"Romance, Comedy, Drama",2,4,Ad Campaign
2928-HLDBA,Female,Young/Middle,No,6,SD,0,Monthly,20.7,No,30,Drama,1.1,Smart TV,Evening,8.399177563105766,92.58542150156978,"Action, Sci-Fi, Comedy",7,5,Ad Campaign
0404-SWRVG,Male,Young/Middle,No,3,4K,2,Monthly,74.4,Yes,20,Comedy,2.2,Smart TV,Morning,26.83767004626392,66.01687861171915,Action,10,3,Ad Campaign
6497-TILVL,Female,Young/Middle,Yes,7,HD,3,Monthly,50.7,No,28,Sci-Fi,4.5,Smart TV,Afternoon,6.862421410940156,78.83702046922542,"Documentary, Sci-Fi",6,8,Ad Campaign
7219-TLZHO,Female,Young/Middle,Yes,4,SD,0,Monthly,20.85,No,22,Sci-Fi,1.1,Smart TV,Evening,12.79325070530614,111.660968643024,"Comedy, Sci-Fi, Documentary",7,11,Organic
4622-YNKIJ,Male,Young/Middle,No,33,4K,5,Biennial,88.95,No,6,Sci-Fi,3.2,Smart TV,Evening,26.80527460564677,27.576262088488285,"Horror, Sci-Fi, Romance",3,2,Ad Campaign
4412-YLTKF,Female,Senior,No,27,4K,3,Monthly,78.05,Yes,3,Sci-Fi,3.9,Mobile,Evening,14.273130965091141,32.334116052961534,Documentary,10,5,Ad Campaign
6734-PSBAW,Male,Young/Middle,Yes,72,SD,0,Biennial,23.55,No,28,Sci-Fi,3.5,Mobile,Afternoon,17.73695820199899,43.57244234370434,"Drama, Action",5,2,Friend Referral
3930-ZGWVE,Male,Young/Middle,No,1,SD,0,Monthly,19.75,No,18,Drama,4.0,Smart TV,Morning,15.008808012260584,36.6407987328011,"Action, Romance",6,5,Friend Referral
2639-UGMAZ,Male,Senior,No,71,HD,3,Yearly,56.45,No,10,Action,3.9,Mobile,Morning,7.204642545170332,42.5983992885202,"Documentary, Action, Sci-Fi",4,4,Social Media
2876-GZYZC,Female,Young/Middle,No,13,4K,1,Monthly,85.95,No,19,Comedy,3.8,Smart TV,Evening,15.307634222214404,129.67611988567637,"Horror, Action, Sci-Fi",11,4,Social Media
6207-WIOLX,Female,Young/Middle,Yes,25,HD,3,Monthly,58.6,Yes,10,Action,4.3,Mobile,Evening,18.36724951328641,65.61413640773517,"Action, Romance",13,6,Friend Referral
8587-XYZSF,Male,Young/Middle,No,67,HD,4,Biennial,50.55,No,9,Comedy,3.6,Mobile,Evening,33.63157877464073,90.26568861535618,"Romance, Comedy",7,4,Organic
3091-FYHKI,Male,Young/Middle,No,1,HD,2,Monthly,35.45,Yes,27,Drama,2.6,Tablet,Evening,28.64168752615219,78.26886458954652,"Comedy, Drama",7,5,Organic
2372-HWUHI,Male,Young/Middle,No,2,HD,1,Monthly,44.35,Yes,10,Drama,2.9,Smart TV,Afternoon,19.93829869218433,105.98580784385766,"Romance, Drama, Action",11,5,Friend Referral
7799-LGRDP,Female,Young/Middle,No,43,SD,0,Biennial,25.7,No,23,Romance,3.9,Smart TV,Evening,22.800261201317788,112.95832818253524,"Documentary, Action, Comedy",8,3,Organic
7850-VWJUU,Female,Young/Middle,No,23,4K,1,Monthly,75.0,No,26,Romance,4.5,Mobile,Evening,21.618410729045195,51.484203866691104,"Sci-Fi, Action, Romance",8,6,Ad Campaign
3774-VBNXY,Female,Young/Middle,Yes,64,SD,0,Biennial,20.2,No,29,Drama,2.1,Tablet,Evening,30.61174418887039,82.05526911793052,"Action, Sci-Fi",11,8,Organic
6217-KDYWC,Male,Young/Middle,No,57,SD,0,Biennial,19.6,No,28,Drama,2.4,Smart TV,Evening,27.506465559598546,35.53675757360853,"Documentary, Comedy, Romance",5,10,Organic
0390-DCFDQ,Female,Senior,Yes,1,4K,1,Monthly,70.45,Yes,14,Comedy,4.7,Smart TV,Afternoon,12.971349447534912,54.46584525661879,Horror,14,4,Ad Campaign
